Date,Month-Year,Warehouse Code,Customer Code,Order Number,Order Line Number,Item Code,Units,Euros,"",Conversion Ratio,Warehouse Name,Warehouse Country,Warehouse City,Customer Country,Customer City,Road,Rail,Sea,Air,Location,_right,GPS 1,GPS 2,KG,CO2 Road,CO2 Rail,CO2 Sea,CO2 Air,CO2 Total
2025-07-18 00:00:00.000,7-2025,2501003,7001004-04,ORD2025030,1,8128704-04,480.0,9600.0,6,0.09,WAREHOUSE BANGALORE SOUTH,INDIA,BANGALORE,UNITED ARAB EMIRATES,ABU DHABI,0.0,0.0,2300.0,2250.0,"UNITED ARAB EMIRATES, ABU DHABI",18,24.4539,54.3773,43.199999999999996,0.0,0.0,0.9935999999999999,204.11999999999998,205.11359999999996
2025-08-02 00:00:00.000,8-2025,2501003,6003015-15,ORD2025031,1,8022921-21,210.0,5250.0,5,0.07,WAREHOUSE BANGALORE SOUTH,INDIA,BANGALORE,INDIA,MYSORE,120.0,90.0,0.0,130.0,"INDIA, MYSORE",,0.0,0.0,14.700000000000001,0.16934400000000002,0.03704400000000001,0.0,4.0131000000000006,4.219488
2025-08-10 00:00:00.000,8-2025,2501001,6001016-16,ORD2025032,1,963543-43,60.0,11400.0,1,0.05,WAREHOUSE DELHI NORTH,INDIA,DELHI,INDIA,DELHI,50.0,40.0,0.0,60.0,"INDIA, DELHI",8,28.7041,77.1025,3.0,0.0144,0.00336,0.0,0.378,0.39576
2025-08-20 00:00:00.000,8-2025,2501002,7001005-05,ORD2025033,1,8308601-01,750.0,15000.0,10,0.11,WAREHOUSE MUMBAI WEST,INDIA,MUMBAI,UNITED ARAB EMIRATES,DUBAI,0.0,0.0,2050.0,2180.0,"UNITED ARAB EMIRATES, DUBAI",17,25.2048,55.2708,82.5,0.0,0.0,1.6912500000000001,377.685,379.37625
2025-09-05 00:00:00.000,9-2025,2501001,6001017-17,ORD2025034,1,993081-81,140.0,21000.0,11,45.5,WAREHOUSE DELHI NORTH,INDIA,DELHI,INDIA,GHAZIABAD,70.0,50.0,0.0,80.0,"INDIA, GHAZIABAD",,0.0,0.0,6370.0,42.806400000000004,8.918000000000001,0.0,1070.16,1121.8844000000001
2025-09-12 00:00:00.000,9-2025,2501002,6002018-18,ORD2025035,1,802063-63,320.0,4800.0,12,0.15,WAREHOUSE MUMBAI WEST,INDIA,MUMBAI,INDIA,AKOLA,600.0,430.0,0.0,650.0,"INDIA, AKOLA",,0.0,0.0,48.0,2.7648,0.57792,0.0,65.52,68.86272
2025-09-20 00:00:00.000,9-2025,2501003,7001006-06,ORD2025036,1,8128741-41,950.0,4750.0,13,2.25,WAREHOUSE BANGALORE SOUTH,INDIA,BANGALORE,UNITED ARAB EMIRATES,DUBAI,0.0,0.0,2350.0,2280.0,"UNITED ARAB EMIRATES, DUBAI",17,25.2048,55.2708,2137.5,0.0,0.0,50.23125,10234.35,10284.581250000001
2025-10-03 00:00:00.000,10-2025,2501001,6001019-19,ORD2025037,1,8308591-91,130.0,1950.0,3,0.1,WAREHOUSE DELHI NORTH,INDIA,DELHI,INDIA,SONIPAT,90.0,60.0,0.0,100.0,"INDIA, SONIPAT",,0.0,0.0,13.0,0.11231999999999999,0.02184,0.0,2.7300000000000004,2.8641600000000005
2025-10-11 00:00:00.000,10-2025,2501002,6002020-20,ORD2025038,1,8308621-21,410.0,6150.0,4,0.12,WAREHOUSE MUMBAI WEST,INDIA,MUMBAI,INDIA,RATNAGIRI,520.0,380.0,0.0,540.0,"INDIA, RATNAGIRI",,0.0,0.0,49.199999999999996,2.4560639999999996,0.523488,0.0,55.7928,58.772352
2025-10-25 00:00:00.000,10-2025,2501002,7001007-07,ORD2025039,1,8308601-01,600.0,12000.0,10,0.11,WAREHOUSE MUMBAI WEST,INDIA,MUMBAI,UNITED ARAB EMIRATES,DUBAI,0.0,0.0,2150.0,2200.0,"UNITED ARAB EMIRATES, DUBAI",17,25.2048,55.2708,66.0,0.0,0.0,1.419,304.9200000000001,306.33900000000006
2025-11-02 00:00:00.000,11-2025,2501003,6003023-23,ORD2025040,1,897001-01,310.0,6200.0,9,0.08,WAREHOUSE BANGALORE SOUTH,INDIA,BANGALORE,INDIA,HYDERABAD,850.0,620.0,0.0,800.0,"INDIA, HYDERABAD",2,17.385,78.4867,24.8,2.0236799999999997,0.43052799999999997,0.0,41.664,44.118208
2025-11-15 00:00:00.000,11-2025,2501001,6001024-24,ORD2025041,1,963543-43,90.0,17100.0,1,0.05,WAREHOUSE DELHI NORTH,INDIA,DELHI,INDIA,MEERUT,110.0,80.0,0.0,120.0,"INDIA, MEERUT",,0.0,0.0,4.5,0.04751999999999999,0.01008,0.0,1.134,1.1916
2025-11-25 00:00:00.000,11-2025,2501002,7001008-08,ORD2025042,1,993081-81,220.0,33000.0,11,45.5,WAREHOUSE MUMBAI WEST,INDIA,MUMBAI,UNITED ARAB EMIRATES,ABU DHABI,0.0,0.0,2250.0,2190.0,"UNITED ARAB EMIRATES, ABU DHABI",18,24.4539,54.3773,10010.0,0.0,0.0,225.225,46035.99,46261.215
2025-12-05 00:00:00.000,12-2025,2501001,6001026-26,ORD2025043,1,8308591-91,170.0,2550.0,3,0.1,WAREHOUSE DELHI NORTH,INDIA,DELHI,INDIA,ROHTAK,130.0,95.0,0.0,140.0,"INDIA, ROHTAK",,0.0,0.0,17.0,0.21216,0.04522000000000001,0.0,4.998000000000001,5.2553800000000015
2025-12-12 00:00:00.000,12-2025,2501002,7001009-09,ORD2025044,1,8128704-04,520.0,10400.0,6,0.09,WAREHOUSE MUMBAI WEST,INDIA,MUMBAI,UNITED ARAB EMIRATES,DUBAI,0.0,0.0,2150.0,2170.0,"UNITED ARAB EMIRATES, DUBAI",17,25.2048,55.2708,46.8,0.0,0.0,1.0062,213.2676,214.2738
2025-12-20 00:00:00.000,12-2025,2501003,6003030-30,ORD2025045,1,802063-63,410.0,6150.0,12,0.15,WAREHOUSE BANGALORE SOUTH,INDIA,BANGALORE,INDIA,TIRUPATI,700.0,500.0,0.0,750.0,"INDIA, TIRUPATI",,0.0,0.0,61.5,4.1328,0.861,0.0,96.8625,101.85629999999999
2025-12-28 00:00:00.000,12-2025,2501002,7001010-10,ORD2025046,1,8308601-01,980.0,19600.0,10,0.11,WAREHOUSE MUMBAI WEST,INDIA,MUMBAI,UNITED ARAB EMIRATES,ABU DHABI,0.0,0.0,2300.0,2210.0,"UNITED ARAB EMIRATES, ABU DHABI",18,24.4539,54.3773,107.8,0.0,0.0,2.4794,500.29979999999995,502.77919999999995
